Index,Reviews
2408,It's good product for purchase.Iam so happy to this product.My son's like to get the product.
2409,"Not satisfied with resulted queries. Poor output, quality of sound is awesome"
2410,It was really nice and voice clarity was superb.... Thank u Amazon for giving me this product for 2k .... Love u Amazon prime offer.....
2411, Very bad... Not good
2412,Good one
2413,Product is so friendly... we will get to know the updates... I bought it during great Indian festival.. that price is too low👍👍👍
2414,"I liked audio quality,response time,connecting range,stunning design but dis-advantage is skills and custom made integration music like some other app.need kids oriented skill."
2415,Great Sound with great BaatChit with Alexa…😁
2416,It works only by Current not by Battery. It also has poor Bluetooth Discovery
2417,Alexa does not know everything....as i said information about topic as corona....it said sorry i don't know this......just link Alexa with Google or youtube.
2418,Alexa good sound quality and good function and good boys and good material user thank you Amazon and thank you
2419,Sound system was awesome but no battery backup in the speaker it need  Continuous power supply.. When power got off it will automatically switched off...
2420,Everything works
2421,Alexa is working properly
2422,Always there is a connectivity issue customer care people are not able to help out on this
2423,It's play only on internet.if you are in law network area then it's doesn't work fine.its can't play jio savan music at all time.
2424,I like the most of this speaker i can manage my almost works through this
2425,Worth for money
2426,It stopped working and they are not accepting the replace of the product even though it is in warrenty.
2427,bejos ki paidayish plays well
2428,It best but Google home I better
2429,All good
2430,"In built battery backup can be a added advantage, which is not available right now."
2431,Superb
2432,Very happy to buy this product. It is very useful to entertain the kids.. 👍
2433,Super Glad with this purchase. And this is the testimony from all my family members!Highly recommended!
2434,I ordered it for my wife as gift. Everyone in my family liked it so much. Worth for money.
2435,Really good built guality must buyFull worth of money👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻🏅🏅🏅🏅🏅🏅🏅🏅🏅
2436,It's a very intelligent product
2437,I like it
2438,Nice product
2439,good speaker but sound is Low and also hindi Language is not recognisabl
2440,Some issue to hear instructions
2441,Good one
2442,Superb sound quality
2443,Thanks to Amazon for the product. Every body enjoying this product in my family....
2444,Sound quality is very good but sometime it didn't understand what i am asking need to improve this
2445,Alexa is good quailty
2446,It's ok it's very difficult 😥 to find gazal n other old 90's songs
2447,Good enough
2448,"Good sound and good quality, I m happy.Go for it"
2449,Works as expected
2450,Not connecting with phone
2451,Food
2452,Horrible. Doesnt turn on after plugging in
2453,"Everything is perfect in alexa sound quality is awesome,only current disadvantage is that it doesnot supporting gaana app or saavn app."
2454,I would liked it more if it was made in India even willing to pay more 500 rs extra if it was made in India don't like made in china
2455,Pathetic voice recognition & made me frustrated in few hours only post delivery
2456,Fantastic product.... really good
2457,It needs to be connected and also needs a WiFi connection. This is literally a disappointed product. Many times not connecting Bluetooth also.
2458,Sound quality is excellent and voice recognition is also good according to price.
2459,It's useless she doesn't understand anything
2460,Awesome device but needs some improvement
2461,I use this product for voice recognition & for listening songs with best sound quality..
2462,Alexa is really smart.
2463,"I didn't like at all I am going to throw it in dustbin, while sitting up voice recognise profile"
2464, Value for money 💰💰💲💲💲
2465,It's really a good device for everything. Loved it
2466,Great device. Easy to configure.
2467,Build quality is great but when it comes to answering it's not as good as google
2468,Nice product and very helpful for my work ...thank you
2469,good to buy
2470,Best with the best price
2471,Works very well and fast. It can be connected through Wi-Fi or Personal Hotspot it's sound quality is very good
2472,It was not working most of the times
2473,Excellent
2474,Nice Product with lots information
2475,"I simply love this product. Very innovative and useful. No more searching of songs, just ask Alexa😀👍"
2476,Ek number...mast hai...maza aa gaya... Aur main ye maza pure hindustan ko dena chahta hu...
2477,Excellent product by Amazon
2478,Working properly
2479,not upto mark
2480,Seems this is best ever gift to my 4 year old nephew. Alexa has become her best friend and he can Drop-in to my device and talk to me anytime! He is loving it!
